programa,version,indicadorId,ambito,fuente,establecimientoId,establecimientoNombre,sostenedor,comuna,cohorte,anio,estado,sourceWorkbookId,sourceTab,sourceColumns,notas,mapeoPropuesto
escolar,2026,I47,A3,Registro establecimiento,ESC-016,Escuela España,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,19sxvb-YFrIUxSMJZB9S7NBRUFe4it-M3W9khsKU97gA,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I48,A3,Registro establecimiento,ESC-016,Escuela España,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,19sxvb-YFrIUxSMJZB9S7NBRUFe4it-M3W9khsKU97gA,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I49,A4,Sin especificar,ESC-016,Escuela España,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-datos,,,,no hay tab dedicada a 'actividades de mediación de Biblioteca Viajera'; requiere tab o columna nueva,no hay tab dedicada a 'actividades de mediación de Biblioteca Viajera'; requiere tab o columna nueva
escolar,2026,I50,A4,Registro establecimiento,ESC-016,Escuela España,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,19sxvb-YFrIUxSMJZB9S7NBRUFe4it-M3W9khsKU97gA,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I51,A4,Registro establecimiento,ESC-016,Escuela España,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,19sxvb-YFrIUxSMJZB9S7NBRUFe4it-M3W9khsKU97gA,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I52,A4,Registro establecimiento,ESC-016,Escuela España,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,19sxvb-YFrIUxSMJZB9S7NBRUFe4it-M3W9khsKU97gA,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2025,I1,A1,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I2,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I3,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I4,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I5,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I6,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I7,A1,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I8,A1,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I9,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I10,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I11,A1,PME y PEI,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,PME/PEI son documentos institucionales externos a las planillas,
escolar,2025,I12,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2025,I13,A2,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I14,A2,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I15,A2,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I16,A2,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I17,A2,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I18,A2,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I19,A2,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I20,A2,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I21,A2,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I22,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2025,I23,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2025,I24,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2025,I25,A3,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I26,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I27,A3,Encuesta apoderados,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I28,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I29,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I30,A3,Evaluación final actividad,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I31,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I32,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I33,A3,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2025,I34,A4,Encuesta apoderados,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I35,A4,Encuesta apoderados,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I36,A4,Encuesta apoderados,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I37,A4,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I38,A4,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I39,A4,Encuesta apoderados,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I40,A4,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I41,A4,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I42,A4,Encuesta apoderados,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I43,A4,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I44,A4,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I45,A4,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I46,A4,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2025,I47,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,parcial,1yxgC1v4q7dwq38uD8d678eNGCByhdrbNj_708jnblus,Resultados indicadores 2025 (pestaña pivote) — indicadores 2025 computados,,workbooks 2025 no están en la carpeta compartida; el pivote 2025 provee valores derivados pero no la fuente cruda,
escolar,2025,I48,A3,Registro focus,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,"registro interno Focus, no digitalizado en planillas",
escolar,2025,I49,A3,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2025,I50,A3,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2025,ausente-datos,,,,fuente sin especificar en el catálogo (dato del modelo),
escolar,2026,I1,A1,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1BRx9zXr25OMEzKlfbptOvDu3Cx6A50wZstJ5wT7wEzY,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I2,A1,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1BRx9zXr25OMEzKlfbptOvDu3Cx6A50wZstJ5wT7wEzY,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I3,A1,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Reuniones equipo de Gestión,,columna encontrada en la planilla; espera confirmación de Sebastián,filas cargo='Directora' × columnas 1-13 (sesiones); agregado = mean(TRUE) por establecimiento
escolar,2026,I4,A1,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Reuniones equipo de Gestión,,columna encontrada en la planilla; espera confirmación de Sebastián,filas cargo='Coordinador' × columnas 1-13; agregado = mean(TRUE)
escolar,2026,I5,A1,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Reuniones equipo de Gestión,,columna encontrada en la planilla; espera confirmación de Sebastián,count de sesiones (columnas 1-13) con al menos 1 asistente TRUE — confirmar semántica exacta
escolar,2026,I6,A1,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1sSps1_RRS1-P4oxj4Znapcjrx2YBkLJW_W6ZCyZB1rA,Datos Consultor → Actividades / Reuniones equipo de Gestión / Consolidado,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I7,A1,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Actividades,,columna encontrada en la planilla; espera confirmación de Sebastián,fila 'Coordinador asiste' × col 'Encuentro territorial I' + 'Encuentro territorial II'
escolar,2026,I8,A1,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Actividades,,columna encontrada en la planilla; espera confirmación de Sebastián,fila 'Director asiste' × col 'Reunión director/a'
escolar,2026,I9,A1,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Actividades,,columna encontrada en la planilla; espera confirmación de Sebastián,fila 'Existe plan de acción familia escuela diseñado' (B20) TRUE/FALSE
escolar,2026,I10,A1,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-datos,,,,no hay columna 'Plan actualizado' separada de 'diseñado' (I9). Meta=—; confirmar si I10 se elimina o se crea columna.,no hay columna 'Plan actualizado' separada de 'diseñado' (I9). Meta=—; confirmar si I10 se elimina o se crea columna.
escolar,2026,I11,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Actividades,,columna encontrada en la planilla; espera confirmación de Sebastián,fila 'Módulos formativos' × 5 columnas 'Módulo I' … 'Módulo V'; contar TRUE
escolar,2026,I12,A2,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1sSps1_RRS1-P4oxj4Znapcjrx2YBkLJW_W6ZCyZB1rA,Datos Consultor → Actividades / Reuniones equipo de Gestión / Consolidado,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I13,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-datos,,,,Datos docentes no marca 'Director'/'Coordinador' en 'Consejos de Profesores CD1-CD4'; requiere nueva columna o filtro por Cargo,Datos docentes no marca 'Director'/'Coordinador' en 'Consejos de Profesores CD1-CD4'; requiere nueva columna o filtro por Cargo
escolar,2026,I14,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-datos,,,,mismo caso que I13,mismo caso que I13
escolar,2026,I15,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Actividades,,columna encontrada en la planilla; espera confirmación de Sebastián,"fila 'Instancias de formación territorial para docentes' × 2 columnas '1', '2'; contar TRUE"
escolar,2026,I16,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Datos docentes,,columna encontrada en la planilla; espera confirmación de Sebastián,"columnas 'Instancias de formación' (1, 2); filtrar Cargo IN ('Docente','Prof. jefe') y calcular %"
escolar,2026,I17,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Actividades,,columna encontrada en la planilla; espera confirmación de Sebastián,fila 'Director asiste' × col 'Encuentro territorial I' + 'Encuentro territorial II'
escolar,2026,I18,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Datos Consultor > Actividades,,columna encontrada en la planilla; espera confirmación de Sebastián,fila 'Coordinador asiste' × col 'Encuentro territorial I' + 'Encuentro territorial II' (mismo que I7 — confirmar si son el mismo indicador)
escolar,2026,I19,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Registro Coordinación > PKA..8B (por curso),,columna encontrada en la planilla; espera confirmación de Sebastián,columnas 'Entrevistas de apoderados: 1er Semestre / 2do Semestre / anual'; % de RUTs con anual ≥ 1
escolar,2026,I20,A2,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Registro Coordinación > PKA..8B (por curso),,columna encontrada en la planilla; espera confirmación de Sebastián,mismas columnas que I19; % de RUTs con anual ≥ 2
escolar,2026,I21,A3,Consultor,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1sSps1_RRS1-P4oxj4Znapcjrx2YBkLJW_W6ZCyZB1rA,Datos Consultor → Actividades / Reuniones equipo de Gestión / Consolidado,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I22,A3,Encuesta apoderados,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1sSps1_RRS1-P4oxj4Znapcjrx2YBkLJW_W6ZCyZB1rA,Datos Consultor → Encuesta apoderados,,tab dedicada confirmada; contenido por leer en Fase B,
escolar,2026,I23,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1BRx9zXr25OMEzKlfbptOvDu3Cx6A50wZstJ5wT7wEzY,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I24,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1BRx9zXr25OMEzKlfbptOvDu3Cx6A50wZstJ5wT7wEzY,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I25,A3,Registro establecimiento,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1BRx9zXr25OMEzKlfbptOvDu3Cx6A50wZstJ5wT7wEzY,Registro Coordinación → tabs por curso + Consolidado Establecimiento,,workbook accesible; columnas específicas por confirmar en Fase B,
escolar,2026,I26,A3,Evaluación final actividad,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,presente,1yKsSYGJ8sGSQ5SBVETbj_f9xd60pF1w4QhI6NQ4NDHY,sub-workbook por curso → Actividades,,20 sub-workbooks accesibles por curso (2 tabs c/u: Actividades y Lista estudiantes),
escolar,2026,I27,A3,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Registro Coordinación > PKA..8B (por curso),,columna encontrada en la planilla; espera confirmación de Sebastián,columna 'Monitores activos (realizan al menos un taller)'; contar salas con al menos 1
escolar,2026,I28,A4,Sin especificar,ESC-017,Escuela Inglaterra,SLEP Los Parques,Quinta Normal,2025-2027,2026,ausente-mapeo,,Registro Coordinación > PKA..8B (o Datos Consultor > PKA..8B),,columna encontrada en la planilla; espera confirmación de Sebastián,columna 'Número de Bibliotecas Viajeras enviadas'; promedio por sala
