escuela,sostenedor,indicadorId,ambito,estado,valor
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.8,A1,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.9,A1,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.10,A1,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.11,A2,CONECTADO_CON_DATO,3
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.12,A2,CONECTADO_CON_DATO,0.6
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.13,A2,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.14,A2,CONECTADO_CON_DATO,0.25
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.15,A2,CONECTADO_CON_DATO,1
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.16,A2,CONECTADO_CON_DATO,0.5
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.17,A2,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.18,A2,CONECTADO_CON_DATO,1
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.19,A2,CONECTADO_CON_DATO,0.3159509202453988
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.20,A2,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.21,A3,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.22,A3,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.23,A3,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.24,A3,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.25,A3,CONECTADO_CON_DATO,2
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.26,A3,CONECTADO_CON_DATO,21
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.27,A3,CONECTADO_CON_DATO,0.35
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.28,A4,CONECTADO_CON_DATO,3.45
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.29,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.30,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.31,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.32,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.33,A1,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.34,A1,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.35,A1,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.36,A2,CONECTADO_CON_DATO,6.8
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.37,A2,CONECTADO_CON_DATO,6.7
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.38,A2,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.39,A3,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.40,A3,CONECTADO_CON_DATO,0.5797546012269938
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.41,A3,CONECTADO_CON_DATO,0
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.42,A3,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.43,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.44,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.45,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.46,A3,CONECTADO_CON_DATO,7
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.47,A3,CONECTADO_CON_DATO,7
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.48,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.49,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.50,A4,SIN_FUENTE,
"Escuela Profesor Ramón del Río","SLEP Santa Corina",I.51,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.1,A1,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.2,A1,CONECTADO_CON_DATO,5
"Escuela Ramón Freire","SLEP Santa Corina",I.3,A1,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.4,A1,CONECTADO_SIN_DATO,
"Escuela Ramón Freire","SLEP Santa Corina",I.5,A1,CONECTADO_CON_DATO,5
"Escuela Ramón Freire","SLEP Santa Corina",I.6,A1,CONECTADO_CON_DATO,1
"Escuela Ramón Freire","SLEP Santa Corina",I.7,A1,CONECTADO_CON_DATO,1
"Escuela Ramón Freire","SLEP Santa Corina",I.8,A1,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.9,A1,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.10,A1,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.11,A2,CONECTADO_CON_DATO,3
"Escuela Ramón Freire","SLEP Santa Corina",I.12,A2,CONECTADO_CON_DATO,0.4305555555555556
"Escuela Ramón Freire","SLEP Santa Corina",I.13,A2,CONECTADO_CON_DATO,0.25
"Escuela Ramón Freire","SLEP Santa Corina",I.14,A2,CONECTADO_CON_DATO,0.5
"Escuela Ramón Freire","SLEP Santa Corina",I.15,A2,CONECTADO_CON_DATO,1
"Escuela Ramón Freire","SLEP Santa Corina",I.16,A2,CONECTADO_CON_DATO,0.3055555555555556
"Escuela Ramón Freire","SLEP Santa Corina",I.17,A2,CONECTADO_CON_DATO,1
"Escuela Ramón Freire","SLEP Santa Corina",I.18,A2,CONECTADO_CON_DATO,1
"Escuela Ramón Freire","SLEP Santa Corina",I.19,A2,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.20,A2,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.21,A3,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.22,A3,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.23,A3,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.24,A3,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.25,A3,CONECTADO_CON_DATO,1
"Escuela Ramón Freire","SLEP Santa Corina",I.26,A3,CONECTADO_SIN_DATO,
"Escuela Ramón Freire","SLEP Santa Corina",I.27,A3,CONECTADO_CON_DATO,0.7
"Escuela Ramón Freire","SLEP Santa Corina",I.28,A4,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.29,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.30,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.31,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.32,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.33,A1,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.34,A1,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.35,A1,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.36,A2,CONECTADO_CON_DATO,6.4
"Escuela Ramón Freire","SLEP Santa Corina",I.37,A2,CONECTADO_CON_DATO,6.7
"Escuela Ramón Freire","SLEP Santa Corina",I.38,A2,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.39,A3,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.40,A3,CONECTADO_CON_DATO,0.4190687361419069
"Escuela Ramón Freire","SLEP Santa Corina",I.41,A3,CONECTADO_CON_DATO,0
"Escuela Ramón Freire","SLEP Santa Corina",I.42,A3,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.43,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.44,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.45,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.46,A3,CONECTADO_CON_DATO,22
"Escuela Ramón Freire","SLEP Santa Corina",I.47,A3,CONECTADO_CON_DATO,7
"Escuela Ramón Freire","SLEP Santa Corina",I.48,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.49,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.50,A4,SIN_FUENTE,
"Escuela Ramón Freire","SLEP Santa Corina",I.51,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.1,A1,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.2,A1,CONECTADO_CON_DATO,5
"República de Austria","SLEP Santa Corina",I.3,A1,CONECTADO_CON_DATO,0.38461538461538464
"República de Austria","SLEP Santa Corina",I.4,A1,CONECTADO_CON_DATO,0.34615384615384615
"República de Austria","SLEP Santa Corina",I.5,A1,CONECTADO_CON_DATO,5
"República de Austria","SLEP Santa Corina",I.6,A1,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.7,A1,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.8,A1,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.9,A1,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.10,A1,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.11,A2,CONECTADO_CON_DATO,3
"República de Austria","SLEP Santa Corina",I.12,A2,CONECTADO_CON_DATO,0.3815789473684211
"República de Austria","SLEP Santa Corina",I.13,A2,CONECTADO_CON_DATO,0.5
"República de Austria","SLEP Santa Corina",I.14,A2,CONECTADO_CON_DATO,0.5
"República de Austria","SLEP Santa Corina",I.15,A2,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.16,A2,CONECTADO_CON_DATO,0.3684210526315789
"República de Austria","SLEP Santa Corina",I.17,A2,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.18,A2,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.19,A2,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.20,A2,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.21,A3,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.22,A3,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.23,A3,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.24,A3,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.25,A3,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.26,A3,CONECTADO_SIN_DATO,
"República de Austria","SLEP Santa Corina",I.27,A3,CONECTADO_CON_DATO,0.05
"República de Austria","SLEP Santa Corina",I.28,A4,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.29,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.30,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.31,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.32,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.33,A1,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.34,A1,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.35,A1,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.36,A2,CONECTADO_CON_DATO,6.4
"República de Austria","SLEP Santa Corina",I.37,A2,CONECTADO_CON_DATO,6.7
"República de Austria","SLEP Santa Corina",I.38,A2,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.39,A3,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.40,A3,CONECTADO_CON_DATO,0.0701219512195122
"República de Austria","SLEP Santa Corina",I.41,A3,CONECTADO_CON_DATO,0
"República de Austria","SLEP Santa Corina",I.42,A3,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.43,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.44,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.45,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.46,A3,CONECTADO_CON_DATO,1
"República de Austria","SLEP Santa Corina",I.47,A3,CONECTADO_CON_DATO,7
"República de Austria","SLEP Santa Corina",I.48,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.49,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.50,A4,SIN_FUENTE,
"República de Austria","SLEP Santa Corina",I.51,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.1,A1,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.2,A1,CONECTADO_CON_DATO,4
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.3,A1,CONECTADO_CON_DATO,0.15384615384615385
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.4,A1,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.5,A1,CONECTADO_CON_DATO,4
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.6,A1,CONECTADO_CON_DATO,1
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.7,A1,CONECTADO_CON_DATO,1
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.8,A1,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.9,A1,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.10,A1,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.11,A2,CONECTADO_CON_DATO,3
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.12,A2,CONECTADO_CON_DATO,0.625
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.13,A2,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.14,A2,CONECTADO_CON_DATO,0.75
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.15,A2,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.16,A2,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.17,A2,CONECTADO_CON_DATO,1
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.18,A2,CONECTADO_CON_DATO,1
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.19,A2,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.20,A2,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.21,A3,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.22,A3,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.23,A3,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.24,A3,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.25,A3,CONECTADO_CON_DATO,2
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.26,A3,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.27,A3,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.28,A4,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.29,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.30,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.31,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.32,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.33,A1,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.34,A1,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.35,A1,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.36,A2,CONECTADO_CON_DATO,6.6
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.37,A2,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.38,A2,CONECTADO_CON_DATO,0
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.39,A3,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.40,A3,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.41,A3,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.42,A3,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.43,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.44,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.45,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.46,A3,CONECTADO_SIN_DATO,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.47,A3,CONECTADO_CON_DATO,6.8
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.48,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.49,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.50,A4,SIN_FUENTE,
"Escuela Básica Sendero del Saber","SLEP Santa Rosa",I.51,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.1,A1,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.2,A1,CONECTADO_CON_DATO,4
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.3,A1,CONECTADO_CON_DATO,0.23076923076923078
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.4,A1,CONECTADO_CON_DATO,0.3076923076923077
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.5,A1,CONECTADO_CON_DATO,4
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.6,A1,CONECTADO_CON_DATO,1
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.7,A1,CONECTADO_CON_DATO,1
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.8,A1,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.9,A1,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.10,A1,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.11,A2,CONECTADO_CON_DATO,3
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.12,A2,CONECTADO_CON_DATO,0.45
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.13,A2,CONECTADO_CON_DATO,0.25
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.14,A2,CONECTADO_CON_DATO,0.5
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.15,A2,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.16,A2,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.17,A2,CONECTADO_CON_DATO,1
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.18,A2,CONECTADO_CON_DATO,1
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.19,A2,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.20,A2,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.21,A3,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.22,A3,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.23,A3,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.24,A3,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.25,A3,CONECTADO_CON_DATO,1
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.26,A3,CONECTADO_CON_DATO,16
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.27,A3,CONECTADO_CON_DATO,0.4
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.28,A4,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.29,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.30,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.31,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.32,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.33,A1,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.34,A1,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.35,A1,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.36,A2,CONECTADO_CON_DATO,6.7
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.37,A2,CONECTADO_SIN_DATO,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.38,A2,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.39,A3,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.40,A3,CONECTADO_CON_DATO,0.5458937198067633
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.41,A3,CONECTADO_CON_DATO,0
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.42,A3,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.43,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.44,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.45,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.46,A3,CONECTADO_CON_DATO,11
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.47,A3,CONECTADO_CON_DATO,6.8
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.48,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.49,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.50,A4,SIN_FUENTE,
"Escuela Ciudad de Barcelona","SLEP Santa Rosa",I.51,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.1,A1,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.2,A1,CONECTADO_CON_DATO,3
"Escuela Esperanza Joven","SLEP Santa Rosa",I.3,A1,CONECTADO_CON_DATO,0.23076923076923078
"Escuela Esperanza Joven","SLEP Santa Rosa",I.4,A1,CONECTADO_CON_DATO,0.15384615384615385
"Escuela Esperanza Joven","SLEP Santa Rosa",I.5,A1,CONECTADO_CON_DATO,3
"Escuela Esperanza Joven","SLEP Santa Rosa",I.6,A1,CONECTADO_CON_DATO,1
"Escuela Esperanza Joven","SLEP Santa Rosa",I.7,A1,CONECTADO_CON_DATO,1
"Escuela Esperanza Joven","SLEP Santa Rosa",I.8,A1,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.9,A1,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.10,A1,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.11,A2,CONECTADO_CON_DATO,3
"Escuela Esperanza Joven","SLEP Santa Rosa",I.12,A2,CONECTADO_CON_DATO,0.25
"Escuela Esperanza Joven","SLEP Santa Rosa",I.13,A2,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.14,A2,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.15,A2,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.16,A2,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.17,A2,CONECTADO_CON_DATO,1
"Escuela Esperanza Joven","SLEP Santa Rosa",I.18,A2,CONECTADO_CON_DATO,1
"Escuela Esperanza Joven","SLEP Santa Rosa",I.19,A2,CONECTADO_SIN_DATO,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.20,A2,CONECTADO_SIN_DATO,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.21,A3,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.22,A3,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.23,A3,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.24,A3,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.25,A3,CONECTADO_CON_DATO,1
"Escuela Esperanza Joven","SLEP Santa Rosa",I.26,A3,CONECTADO_SIN_DATO,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.27,A3,CONECTADO_SIN_DATO,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.28,A4,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.29,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.30,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.31,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.32,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.33,A1,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.34,A1,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.35,A1,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.36,A2,CONECTADO_CON_DATO,6.8
"Escuela Esperanza Joven","SLEP Santa Rosa",I.37,A2,CONECTADO_SIN_DATO,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.38,A2,CONECTADO_CON_DATO,0
"Escuela Esperanza Joven","SLEP Santa Rosa",I.39,A3,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.40,A3,CONECTADO_SIN_DATO,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.41,A3,CONECTADO_SIN_DATO,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.42,A3,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.43,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.44,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.45,A4,SIN_FUENTE,
"Escuela Esperanza Joven","SLEP Santa Rosa",I.46,A3,CONECTADO_SIN_DATO,
